TimeStamp(H:M:S.MS;x(m);y(m);z(m);v_line(m/sec);v_turn(rad/sec);
13:15:4.665;4.635;0.017;-0.040;0.406;-0.010;
13:15:4.695;4.597;0.018;-0.042;0.402;0.008;
13:15:4.755;4.597;0.018;-0.042;0.399;0.018;
13:15:4.786;4.554;0.017;-0.045;0.402;0.003;
13:15:4.847;4.554;0.017;-0.045;0.406;-0.015;
13:15:4.877;4.509;0.018;-0.042;0.401;-0.001;
13:15:4.937;4.509;0.018;-0.042;0.397;0.027;
13:15:4.967;4.509;0.018;-0.042;0.398;0.020;
13:15:4.998;4.463;0.017;-0.043;0.400;0.012;
13:15:5.058;4.463;0.017;-0.043;0.403;0.001;
13:15:5.089;4.432;0.017;-0.040;0.403;0.012;
13:15:5.149;4.432;0.017;-0.040;0.396;0.016;
13:15:5.179;4.432;0.017;-0.040;0.393;0.020;
13:15:5.210;4.383;0.015;-0.041;0.393;0.024;
13:15:5.301;4.347;0.015;-0.041;0.399;0.008;
13:15:5.361;4.304;0.014;-0.042;0.405;-0.025;
13:15:5.422;4.304;0.014;-0.042;0.402;-0.025;
13:15:5.453;4.304;0.014;-0.042;0.398;-0.009;
13:15:5.483;4.270;0.014;-0.042;0.398;-0.001;
13:15:5.543;4.270;0.014;-0.042;0.389;-0.004;
13:15:5.574;4.234;0.013;-0.042;0.394;-0.012;
13:15:5.634;4.234;0.013;-0.042;0.396;-0.036;
13:15:5.664;4.196;0.013;-0.041;0.399;-0.006;
13:15:5.725;4.196;0.013;-0.041;0.406;0.007;
13:15:5.755;4.196;0.013;-0.041;0.407;-0.002;
13:15:5.786;4.162;0.015;-0.040;0.406;-0.001;
13:15:5.847;4.162;0.015;-0.040;0.407;-0.004;
13:15:5.877;4.121;0.016;-0.039;0.400;0.013;
13:15:5.937;4.121;0.016;-0.039;0.383;0.020;
13:15:5.967;4.083;0.017;-0.040;0.386;-0.012;
13:15:6.029;4.083;0.017;-0.040;0.412;-0.000;
13:15:6.059;4.083;0.017;-0.040;0.414;0.007;
13:15:6.090;4.041;0.017;-0.038;0.410;0.037;
13:15:6.150;4.041;0.017;-0.038;0.406;0.022;
13:15:6.180;4.004;0.018;-0.038;0.402;0.011;
13:15:6.271;4.004;0.018;-0.038;0.398;-0.003;
13:15:6.302;3.962;0.017;-0.038;0.390;0.052;
13:15:6.363;3.920;0.020;-0.039;0.397;0.013;
13:15:6.423;3.920;0.020;-0.039;0.397;0.004;
13:15:6.453;3.920;0.020;-0.039;0.395;0.011;
13:15:6.484;3.881;0.019;-0.038;0.401;-0.009;
13:15:6.544;3.881;0.019;-0.038;0.403;-0.034;
13:15:6.574;3.836;0.018;-0.040;0.395;0.007;
13:15:6.635;3.836;0.018;-0.040;0.399;0.042;
13:15:6.665;3.836;0.018;-0.040;0.399;0.049;
13:15:6.695;3.795;0.015;-0.042;0.398;0.041;
13:15:6.756;3.795;0.015;-0.042;0.402;-0.031;
13:15:6.786;3.753;0.018;-0.041;0.407;0.001;
13:15:6.847;3.753;0.018;-0.041;0.407;0.049;
13:15:6.877;3.709;0.019;-0.042;0.400;0.044;
13:15:6.937;3.709;0.019;-0.042;0.403;-0.020;
13:15:6.968;3.667;0.018;-0.041;0.406;-0.008;
13:15:7.028;3.667;0.018;-0.041;0.400;0.026;
13:15:7.058;3.667;0.018;-0.041;0.390;0.043;
13:15:7.089;3.625;0.015;-0.041;0.385;0.055;
13:15:7.150;3.625;0.015;-0.041;0.400;0.021;
13:15:7.180;3.589;0.017;-0.040;0.406;0.010;
13:15:7.271;3.589;0.017;-0.040;0.405;0.021;
13:15:7.301;3.546;0.017;-0.041;0.401;0.016;
13:15:7.392;3.508;0.017;-0.043;0.390;0.030;
13:15:7.422;3.508;0.017;-0.043;0.404;0.009;
13:15:7.452;3.508;0.017;-0.043;0.408;-0.027;
13:15:7.514;3.458;0.016;-0.042;0.410;-0.037;
13:15:7.544;3.458;0.016;-0.042;0.396;0.034;
13:15:7.574;3.423;0.015;-0.042;0.391;0.049;
13:15:7.665;3.377;0.014;-0.040;0.400;0.004;
13:15:7.725;3.377;0.014;-0.040;0.397;0.023;
13:15:7.756;3.377;0.014;-0.040;0.393;0.022;
13:15:7.786;3.341;0.012;-0.041;0.391;0.020;
13:15:7.847;3.341;0.012;-0.041;0.403;-0.025;
13:15:7.877;3.341;0.012;-0.041;0.407;-0.043;
13:15:7.907;3.296;0.012;-0.038;0.407;-0.056;
13:15:7.968;3.296;0.012;-0.038;0.409;-0.046;
13:15:7.998;3.255;0.010;-0.038;0.405;-0.015;
13:15:8.058;3.255;0.010;-0.038;0.398;-0.002;
13:15:8.089;3.211;0.009;-0.040;0.397;-0.012;
13:15:8.180;3.173;0.007;-0.039;0.397;-0.024;
13:15:8.240;3.173;0.007;-0.039;0.398;-0.014;
13:15:8.270;3.173;0.007;-0.039;0.397;-0.019;
13:15:8.301;3.127;0.004;-0.042;0.396;-0.021;
13:15:8.392;3.087;0.003;-0.040;0.399;0.009;
13:15:8.452;3.087;0.003;-0.040;0.401;0.000;
13:15:8.482;3.048;0.002;-0.041;0.396;0.001;
13:15:8.543;3.048;0.002;-0.041;0.399;0.011;
13:15:8.573;3.048;0.002;-0.041;0.404;-0.006;
13:15:8.603;3.008;0.002;-0.038;0.399;0.002;
13:15:8.695;2.971;0.002;-0.037;0.391;0.024;
13:15:8.756;2.971;0.002;-0.037;0.413;-0.016;
13:15:8.786;2.929;0.001;-0.040;0.406;0.007;
13:15:8.877;2.894;-0.001;-0.041;0.401;0.010;
13:15:8.877;2.894;-0.001;-0.041;0.405;0.023;
13:15:8.968;2.894;-0.001;-0.041;0.402;0.007;
13:15:8.998;2.852;0.000;-0.042;0.391;-0.011;
13:15:9.090;2.816;-0.003;-0.038;0.402;0.034;
13:15:9.152;2.816;-0.003;-0.038;0.399;-0.009;
13:15:9.183;2.771;-0.005;-0.042;0.397;0.002;
13:15:9.243;2.771;-0.005;-0.042;0.403;0.001;
13:15:9.273;2.771;-0.005;-0.042;0.404;0.010;
13:15:9.303;2.735;-0.007;-0.039;0.402;-0.012;
13:15:9.364;2.735;-0.007;-0.039;0.399;-0.038;
13:15:9.395;2.694;-0.009;-0.041;0.399;-0.039;
13:15:9.455;2.694;-0.009;-0.041;0.398;0.027;
13:15:9.485;2.655;-0.011;-0.040;0.401;0.032;
13:15:9.546;2.655;-0.011;-0.040;0.405;-0.032;
13:15:9.576;2.614;-0.012;-0.039;0.403;-0.028;
13:15:9.636;2.614;-0.012;-0.039;0.397;-0.009;
13:15:9.667;2.614;-0.012;-0.039;0.393;-0.006;
13:15:9.697;2.574;-0.014;-0.040;0.392;0.002;
13:15:9.789;2.534;-0.016;-0.037;0.399;0.026;
13:15:9.849;2.534;-0.016;-0.037;0.393;0.022;
13:15:9.880;2.489;-0.016;-0.040;0.400;-0.012;
13:15:9.970;2.489;-0.016;-0.040;0.408;-0.045;
13:15:10.001;2.450;-0.020;-0.039;0.402;-0.015;
13:15:10.062;2.406;-0.021;-0.041;0.405;-0.020;
13:15:10.122;2.406;-0.021;-0.041;0.397;-0.019;
13:15:10.152;2.406;-0.021;-0.041;0.395;-0.020;
13:15:10.183;2.363;-0.025;-0.039;0.396;-0.018;
13:15:10.243;2.363;-0.025;-0.039;0.403;-0.035;
13:15:10.273;2.363;-0.025;-0.039;0.398;-0.035;
13:15:10.304;2.324;-0.026;-0.039;0.398;-0.013;
13:15:10.364;2.324;-0.026;-0.039;0.395;-0.006;
13:15:10.395;2.285;-0.030;-0.038;0.396;-0.011;
13:15:10.485;2.242;-0.029;-0.042;0.399;-0.023;
13:15:10.485;2.242;-0.029;-0.042;0.402;-0.040;
13:15:10.578;2.204;-0.032;-0.038;0.400;0.004;
13:15:10.578;2.204;-0.032;-0.038;0.402;0.005;
13:15:10.638;2.204;-0.032;-0.038;0.406;0.007;
13:15:10.669;2.162;-0.032;-0.041;0.407;-0.000;
13:15:10.729;2.162;-0.032;-0.041;0.398;-0.021;
13:15:10.760;2.162;-0.032;-0.041;0.393;-0.033;
13:15:10.790;2.126;-0.038;-0.042;0.393;-0.040;
13:15:10.850;2.126;-0.038;-0.042;0.398;0.029;
13:15:10.881;2.083;-0.038;-0.039;0.404;0.013;
13:15:10.942;2.083;-0.038;-0.039;0.408;-0.011;
13:15:10.972;2.083;-0.038;-0.039;0.406;-0.017;
13:15:11.002;2.047;-0.042;-0.042;0.399;-0.011;
13:15:11.063;2.047;-0.042;-0.042;0.387;-0.031;
13:15:11.093;2.009;-0.044;-0.038;0.389;-0.006;
13:15:11.184;1.972;-0.044;-0.042;0.401;0.004;
13:15:11.184;1.972;-0.044;-0.042;0.407;-0.006;
13:15:11.244;1.972;-0.044;-0.042;0.409;-0.024;
13:15:11.274;1.925;-0.044;-0.039;0.404;-0.017;
13:15:11.335;1.925;-0.044;-0.039;0.397;-0.036;
13:15:11.365;1.925;-0.044;-0.039;0.394;0.010;
13:15:11.396;1.892;-0.048;-0.042;0.397;0.032;
13:15:11.456;1.892;-0.048;-0.042;0.403;-0.017;
13:15:11.487;1.846;-0.046;-0.044;0.403;-0.007;
13:15:11.577;1.804;-0.050;-0.042;0.400;-0.010;
13:15:11.578;1.804;-0.050;-0.042;0.390;-0.041;
13:15:11.638;1.804;-0.050;-0.042;0.385;-0.037;
13:15:11.668;1.804;-0.050;-0.042;0.393;0.038;
13:15:11.699;1.766;-0.052;-0.042;0.400;0.075;
13:15:11.790;1.724;-0.053;-0.041;0.404;-0.038;
13:15:11.791;1.724;-0.053;-0.041;0.401;-0.037;
13:15:11.881;1.686;-0.056;-0.042;0.406;0.002;
13:15:11.972;1.686;-0.056;-0.042;0.399;-0.048;
13:15:12.002;1.644;-0.059;-0.041;0.386;-0.003;
13:15:12.063;1.603;-0.059;-0.042;0.402;-0.013;
13:15:12.123;1.603;-0.059;-0.042;0.412;-0.022;
13:15:12.154;1.603;-0.059;-0.042;0.406;-0.019;
13:15:12.184;1.561;-0.061;-0.042;0.400;-0.021;
13:15:12.245;1.561;-0.061;-0.042;0.401;-0.021;
13:15:12.275;1.517;-0.063;-0.041;0.400;-0.002;
13:15:12.335;1.517;-0.063;-0.041;0.397;0.010;
13:15:12.366;1.517;-0.063;-0.041;0.394;-0.018;
13:15:12.396;1.478;-0.063;-0.045;0.392;-0.022;
13:15:12.487;1.439;-0.066;-0.042;0.396;-0.031;
13:15:12.547;1.439;-0.066;-0.042;0.410;-0.004;
13:15:12.578;1.395;-0.067;-0.043;0.407;0.005;
13:15:12.669;1.395;-0.067;-0.043;0.398;0.000;
13:15:12.699;1.354;-0.069;-0.040;0.397;-0.001;
13:15:12.790;1.310;-0.069;-0.043;0.398;0.002;
13:15:12.821;1.310;-0.069;-0.043;0.395;-0.019;
13:15:12.851;1.310;-0.069;-0.043;0.395;-0.001;
13:15:12.881;1.273;-0.072;-0.040;0.400;0.003;
13:15:12.942;1.273;-0.072;-0.040;0.402;-0.058;
13:15:12.972;1.273;-0.072;-0.040;0.404;-0.036;
13:15:13.003;1.232;-0.071;-0.043;0.403;0.002;
13:15:13.093;1.188;-0.072;-0.042;0.402;0.006;
13:15:13.154;1.188;-0.072;-0.042;0.400;-0.014;
13:15:13.154;1.188;-0.072;-0.042;0.402;0.002;
13:15:13.185;1.147;-0.071;-0.043;0.403;-0.009;
13:15:13.275;1.104;-0.072;-0.043;0.400;-0.004;
13:15:13.275;1.104;-0.072;-0.043;0.396;-0.006;
13:15:13.335;1.104;-0.072;-0.043;0.389;-0.053;
13:15:13.366;1.104;-0.072;-0.043;0.387;-0.031;
13:15:13.396;1.063;-0.072;-0.043;0.401;0.013;
13:15:13.457;1.063;-0.072;-0.043;0.410;0.049;
13:15:13.487;1.025;-0.073;-0.043;0.407;0.041;
13:15:13.577;0.984;-0.073;-0.043;0.401;-0.007;
13:15:13.639;0.984;-0.073;-0.043;0.404;0.008;
13:15:13.670;0.942;-0.073;-0.045;0.399;0.018;
13:15:13.731;0.942;-0.073;-0.045;0.397;-0.012;
13:15:13.760;0.902;-0.074;-0.043;0.396;-0.006;
13:15:13.822;0.902;-0.074;-0.043;0.392;-0.028;
13:15:13.852;0.902;-0.074;-0.043;0.400;0.006;
13:15:13.882;0.868;-0.075;-0.045;0.405;0.028;
13:15:13.942;0.868;-0.075;-0.045;0.408;0.032;
13:15:13.973;0.825;-0.075;-0.045;0.403;0.023;
13:15:14.064;0.786;-0.076;-0.044;0.396;-0.001;
13:15:14.064;0.786;-0.076;-0.044;0.398;-0.005;
13:15:14.156;0.786;-0.076;-0.044;0.401;0.026;
13:15:14.156;0.786;-0.076;-0.044;0.400;0.029;
13:15:14.187;0.744;-0.077;-0.044;0.402;0.015;
13:15:14.247;0.744;-0.077;-0.044;0.398;0.023;
13:15:14.277;0.706;-0.078;-0.043;0.395;0.029;
13:15:14.338;0.706;-0.078;-0.043;0.399;0.015;
13:15:14.368;0.661;-0.079;-0.043;0.409;-0.043;
13:15:14.459;0.661;-0.079;-0.043;0.403;-0.025;
13:15:14.459;0.661;-0.079;-0.043;0.392;0.035;
13:15:14.490;0.625;-0.082;-0.044;0.384;0.069;
13:15:14.582;0.586;-0.084;-0.044;0.394;-0.086;
13:15:14.642;0.586;-0.084;-0.044;0.407;0.023;
13:15:14.672;0.586;-0.084;-0.044;0.409;-0.028;
13:15:14.703;0.547;-0.085;-0.043;0.405;-0.062;
13:15:14.794;0.503;-0.088;-0.044;0.402;-0.033;
13:15:14.854;0.503;-0.088;-0.044;0.404;-0.003;
13:15:14.885;0.463;-0.090;-0.044;0.400;-0.008;
13:15:14.945;0.463;-0.090;-0.044;0.391;-0.040;
13:15:14.976;0.422;-0.091;-0.043;0.391;-0.059;
13:15:15.036;0.422;-0.091;-0.043;0.398;-0.005;
13:15:15.066;0.379;-0.093;-0.043;0.405;0.017;
13:15:15.158;0.379;-0.093;-0.043;0.401;-0.025;
13:15:15.188;0.341;-0.095;-0.043;0.407;0.034;
13:15:15.249;0.341;-0.095;-0.043;0.404;-0.002;
13:15:15.279;0.295;-0.096;-0.042;0.400;-0.017;
13:15:15.370;0.295;-0.096;-0.042;0.397;-0.003;
13:15:15.400;0.258;-0.097;-0.043;0.394;-0.035;
13:15:15.461;0.216;-0.095;-0.042;0.399;-0.005;
13:15:15.552;0.216;-0.095;-0.042;0.397;0.048;
13:15:15.582;0.179;-0.095;-0.042;0.398;-0.004;
13:15:15.642;0.179;-0.095;-0.042;0.402;-0.014;
13:15:15.672;0.140;-0.095;-0.041;0.402;-0.045;
13:15:15.763;0.140;-0.095;-0.041;0.404;0.034;
13:15:15.794;0.098;-0.095;-0.043;0.405;0.019;
13:15:15.854;0.098;-0.095;-0.043;0.407;-0.024;
13:15:15.885;0.061;-0.092;-0.043;0.404;-0.004;
13:15:15.975;0.018;-0.094;-0.043;0.400;-0.010;
13:15:15.975;0.018;-0.094;-0.043;0.401;-0.004;
13:15:16.036;0.018;-0.094;-0.043;0.400;-0.009;
13:15:16.066;0.018;-0.094;-0.043;0.398;0.014;
13:15:16.096;-0.023;-0.094;-0.043;0.399;0.007;
13:15:16.187;-0.062;-0.094;-0.043;0.403;0.008;
13:15:16.248;-0.062;-0.094;-0.043;0.400;-0.003;
13:15:16.278;-0.109;-0.092;-0.045;0.396;-0.007;
13:15:16.338;-0.109;-0.092;-0.045;0.386;0.055;
13:15:16.368;-0.146;-0.091;-0.044;0.391;0.006;
13:15:16.429;-0.146;-0.091;-0.044;0.389;-0.063;
13:15:16.460;-0.146;-0.091;-0.044;0.377;-0.081;
13:15:16.490;-0.184;-0.090;-0.045;0.339;-0.045;
13:15:16.582;-0.225;-0.091;-0.043;0.301;-0.065;
13:15:16.582;-0.225;-0.091;-0.043;0.297;-0.017;
13:15:16.673;-0.256;-0.091;-0.044;0.221;-0.023;
13:15:16.673;-0.256;-0.091;-0.044;0.189;-0.034;
13:15:16.733;-0.256;-0.091;-0.044;0.129;-0.023;
13:15:16.794;-0.279;-0.092;-0.043;0.104;-0.016;
13:15:16.824;-0.279;-0.092;-0.043;0.057;-0.014;
13:15:16.854;-0.279;-0.092;-0.043;0.021;-0.027;
13:15:16.885;-0.290;-0.091;-0.046;-0.005;-0.017;
13:15:16.945;-0.290;-0.091;-0.046;-0.019;0.006;
13:15:16.975;-0.292;-0.091;-0.045;-0.006;0.000;
13:15:17.036;-0.292;-0.091;-0.045;-0.002;-0.001;
13:15:17.066;-0.292;-0.091;-0.045;-0.003;0.010;
13:15:17.096;-0.279;-0.092;-0.045;-0.004;0.005;
13:15:17.188;-0.287;-0.091;-0.045;0.000;-0.002;
13:15:17.249;-0.287;-0.091;-0.045;0.002;-0.002;
13:15:17.309;-0.277;-0.091;-0.046;0.001;-0.001;
13:15:17.339;-0.277;-0.091;-0.046;0.003;0.004;
13:15:17.369;-0.288;-0.091;-0.046;0.002;-0.001;
13:15:17.430;-0.288;-0.091;-0.046;-0.000;0.000;
13:15:17.460;-0.288;-0.091;-0.046;-0.000;-0.000;
13:15:17.490;-0.281;-0.092;-0.048;0.001;0.000;
13:15:17.551;-0.281;-0.092;-0.048;-0.000;0.000;
13:15:17.581;-0.288;-0.092;-0.046;-0.001;0.001;
13:15:17.642;-0.288;-0.092;-0.046;0.000;0.001;
13:15:17.672;-0.282;-0.091;-0.048;-0.000;-0.000;
13:15:17.732;-0.282;-0.091;-0.048;0.000;-0.000;
13:15:17.763;-0.282;-0.091;-0.048;-0.000;-0.000;
13:15:17.793;-0.287;-0.092;-0.046;-0.000;0.001;
13:15:17.884;-0.279;-0.093;-0.046;-0.000;-0.001;
13:15:17.944;-0.279;-0.093;-0.046;-0.000;-0.001;
13:15:18.005;-0.287;-0.092;-0.045;-0.000;-0.000;
13:15:18.066;-0.287;-0.092;-0.045;-0.000;-0.001;
13:15:18.096;-0.281;-0.094;-0.046;0.000;0.000;
13:15:18.156;-0.281;-0.094;-0.046;0.000;0.001;
13:15:18.187;-0.288;-0.092;-0.043;0.000;-0.000;
13:15:18.247;-0.288;-0.092;-0.043;0.000;0.001;
13:15:18.277;-0.281;-0.094;-0.046;0.000;0.001;
13:15:18.338;-0.281;-0.094;-0.046;-0.000;-0.001;
13:15:18.368;-0.281;-0.094;-0.046;-0.000;0.001;
13:15:18.398;-0.287;-0.091;-0.044;0.000;-0.001;
13:15:18.458;-0.287;-0.091;-0.044;-0.000;0.000;
13:15:18.489;-0.288;-0.093;-0.047;0.000;0.000;
13:15:18.580;-0.285;-0.091;-0.046;-0.000;0.000;
13:15:18.640;-0.285;-0.091;-0.046;0.000;0.001;
13:15:18.670;-0.285;-0.091;-0.046;0.000;0.000;
13:15:18.701;-0.284;-0.093;-0.047;-0.000;0.001;
13:15:18.792;-0.286;-0.092;-0.046;0.000;-0.001;
13:15:18.883;-0.282;-0.092;-0.047;-0.000;-0.000;
13:15:18.944;-0.282;-0.092;-0.047;0.000;0.001;
13:15:18.974;-0.284;-0.092;-0.048;0.000;0.000;
13:15:19.034;-0.284;-0.092;-0.048;0.000;0.001;
13:15:19.095;-0.284;-0.091;-0.047;-0.000;0.000;
13:15:19.186;-0.283;-0.093;-0.048;0.000;-0.000;
13:15:19.247;-0.283;-0.093;-0.048;-0.000;-0.001;
13:15:19.277;-0.285;-0.092;-0.047;-0.000;-0.001;
13:15:19.368;-0.285;-0.092;-0.047;-0.000;0.000;
13:15:19.368;-0.285;-0.092;-0.047;0.000;-0.000;
13:15:19.398;-0.283;-0.093;-0.048;0.000;0.000;
13:15:19.458;-0.283;-0.093;-0.048;-0.000;0.001;
13:15:19.489;-0.284;-0.091;-0.048;0.000;0.001;
13:15:19.581;-0.282;-0.093;-0.048;0.011;-0.009;
13:15:19.641;-0.282;-0.093;-0.048;0.038;0.031;
13:15:19.672;-0.286;-0.092;-0.046;0.043;-0.008;
13:15:19.732;-0.286;-0.092;-0.046;0.083;0.000;
13:15:19.762;-0.286;-0.092;-0.046;0.101;0.014;
13:15:19.793;-0.288;-0.092;-0.047;0.117;0.012;
13:15:19.884;-0.299;-0.093;-0.046;0.167;-0.009;
13:15:19.884;-0.299;-0.093;-0.046;0.187;-0.045;
13:15:19.946;-0.299;-0.093;-0.046;0.205;-0.066;
13:15:19.976;-0.315;-0.091;-0.046;0.207;-0.073;
13:15:20.037;-0.315;-0.091;-0.046;0.217;-0.079;
13:15:20.067;-0.334;-0.092;-0.043;0.223;-0.069;
13:15:20.127;-0.334;-0.092;-0.043;0.238;-0.059;
13:15:20.157;-0.334;-0.092;-0.043;0.242;-0.069;
13:15:20.188;-0.359;-0.093;-0.042;0.251;-0.095;
13:15:20.248;-0.359;-0.093;-0.042;0.270;-0.091;
13:15:20.279;-0.382;-0.093;-0.042;0.276;-0.078;
13:15:20.370;-0.410;-0.093;-0.043;0.289;-0.098;
13:15:20.431;-0.410;-0.093;-0.043;0.303;-0.072;
13:15:20.491;-0.440;-0.094;-0.042;0.310;-0.094;
13:15:20.552;-0.440;-0.094;-0.042;0.313;-0.118;
13:15:20.552;-0.440;-0.094;-0.042;0.315;-0.128;
13:15:20.582;-0.469;-0.091;-0.043;0.319;-0.108;
13:15:20.674;-0.503;-0.088;-0.043;0.327;-0.100;
13:15:20.735;-0.503;-0.088;-0.043;0.336;-0.153;
13:15:20.795;-0.538;-0.086;-0.044;0.346;-0.138;
13:15:20.856;-0.538;-0.086;-0.044;0.351;-0.151;
13:15:20.886;-0.573;-0.084;-0.044;0.356;-0.165;
13:15:20.977;-0.610;-0.082;-0.044;0.362;-0.140;
13:15:21.038;-0.610;-0.082;-0.044;0.358;-0.183;
13:15:21.068;-0.647;-0.079;-0.043;0.358;-0.199;
13:15:21.128;-0.647;-0.079;-0.043;0.362;-0.159;
13:15:21.158;-0.682;-0.077;-0.043;0.362;-0.153;
13:15:21.219;-0.682;-0.077;-0.043;0.366;-0.170;
13:15:21.249;-0.682;-0.077;-0.043;0.372;-0.180;
13:15:21.310;-0.718;-0.071;-0.042;0.378;-0.172;
13:15:21.370;-0.755;-0.065;-0.042;0.385;-0.210;
13:15:21.431;-0.755;-0.065;-0.042;0.380;-0.214;
13:15:21.461;-0.794;-0.060;-0.043;0.381;-0.224;
13:15:21.521;-0.794;-0.060;-0.043;0.380;-0.219;
13:15:21.552;-0.794;-0.060;-0.043;0.379;-0.221;
13:15:21.582;-0.833;-0.052;-0.042;0.378;-0.219;
13:15:21.642;-0.833;-0.052;-0.042;0.379;-0.254;
13:15:21.672;-0.833;-0.052;-0.042;0.377;-0.271;
13:15:21.703;-0.870;-0.047;-0.040;0.376;-0.285;
13:15:21.764;-0.907;-0.037;-0.039;0.397;-0.281;
13:15:21.825;-0.907;-0.037;-0.039;0.396;-0.312;
13:15:21.855;-0.907;-0.037;-0.039;0.392;-0.313;
13:15:21.885;-0.947;-0.027;-0.037;0.389;-0.302;
13:15:21.946;-0.947;-0.027;-0.037;0.391;-0.325;
13:15:22.006;-0.983;-0.020;-0.038;0.389;-0.314;
13:15:22.067;-1.025;-0.006;-0.037;0.398;-0.343;
13:15:22.127;-1.025;-0.006;-0.037;0.385;-0.313;
13:15:22.157;-1.025;-0.006;-0.037;0.379;-0.343;
13:15:22.188;-1.062;0.004;-0.038;0.379;-0.398;
13:15:22.248;-1.062;0.004;-0.038;0.394;-0.433;
13:15:22.278;-1.100;0.017;-0.037;0.396;-0.455;
13:15:22.339;-1.100;0.017;-0.037;0.401;-0.488;
13:15:22.369;-1.100;0.017;-0.037;0.396;-0.470;
13:15:22.400;-1.137;0.030;-0.038;0.387;-0.452;
13:15:22.460;-1.137;0.030;-0.038;0.381;-0.433;
13:15:22.490;-1.175;0.044;-0.036;0.385;-0.485;
13:15:22.582;-1.175;0.044;-0.036;0.394;-0.571;
13:15:22.613;-1.206;0.059;-0.036;0.385;-0.597;
13:15:22.673;-1.206;0.059;-0.036;0.395;-0.592;
13:15:22.703;-1.244;0.077;-0.034;0.403;-0.566;
13:15:22.764;-1.244;0.077;-0.034;0.405;-0.657;
13:15:22.794;-1.275;0.092;-0.033;0.401;-0.670;
13:15:22.854;-1.275;0.092;-0.033;0.380;-0.659;
13:15:22.885;-1.312;0.116;-0.033;0.380;-0.693;
13:15:22.946;-1.312;0.116;-0.033;0.396;-0.736;
13:15:22.976;-1.342;0.140;-0.032;0.393;-0.756;
13:15:23.037;-1.342;0.140;-0.032;0.388;-0.789;
13:15:23.067;-1.342;0.140;-0.032;0.388;-0.813;
13:15:23.097;-1.372;0.167;-0.032;0.393;-0.860;
13:15:23.158;-1.372;0.167;-0.032;0.398;-0.922;
13:15:23.189;-1.406;0.196;-0.032;0.396;-0.922;
13:15:23.249;-1.406;0.196;-0.032;0.382;-0.891;
13:15:23.279;-1.406;0.196;-0.032;0.379;-0.907;
13:15:23.309;-1.432;0.232;-0.031;0.381;-0.937;
13:15:23.402;-1.454;0.267;-0.031;0.388;-1.032;
13:15:23.462;-1.454;0.267;-0.031;0.390;-1.116;
13:15:23.493;-1.471;0.306;-0.031;0.386;-1.146;
13:15:23.583;-1.471;0.306;-0.031;0.384;-1.241;
13:15:23.614;-1.492;0.351;-0.034;0.390;-1.298;
13:15:23.674;-1.492;0.351;-0.034;0.389;-1.302;
13:15:23.705;-1.513;0.381;-0.031;0.392;-1.314;
13:15:23.765;-1.513;0.381;-0.031;0.396;-1.361;
13:15:23.795;-1.532;0.421;-0.028;0.393;-1.347;
13:15:23.856;-1.532;0.421;-0.028;0.366;-1.360;
13:15:23.887;-1.537;0.462;-0.032;0.357;-1.401;
13:15:23.947;-1.537;0.462;-0.032;0.383;-1.536;
13:15:23.977;-1.537;0.462;-0.032;0.386;-1.578;
13:15:24.007;-1.537;0.462;-0.032;0.383;-1.564;
13:15:24.038;-1.541;0.502;-0.036;0.385;-1.566;
13:15:24.098;-1.541;0.502;-0.036;0.392;-1.658;
13:15:24.128;-1.542;0.548;-0.037;0.402;-1.699;
13:15:24.188;-1.542;0.548;-0.037;0.399;-1.702;
13:15:24.219;-1.539;0.591;-0.036;0.395;-1.694;
13:15:24.279;-1.498;0.598;-0.044;0.379;-1.663;
13:15:24.340;-1.498;0.598;-0.044;0.378;-1.716;
13:15:24.401;-1.449;0.556;-0.057;0.377;-1.677;
13:15:24.491;-1.463;0.606;-0.039;0.390;-1.687;
13:15:24.552;-1.463;0.606;-0.039;0.403;-1.703;
13:15:24.582;-1.533;0.357;-0.037;0.398;-1.712;
13:15:24.643;-1.533;0.357;-0.037;0.395;-1.658;
13:15:24.673;-1.715;0.855;-0.032;0.395;-1.630;
13:15:24.733;-1.715;0.855;-0.032;0.390;-1.617;
13:15:24.763;-1.715;0.855;-0.032;0.389;-1.603;
13:15:24.794;-1.737;0.840;-0.037;0.388;-1.564;
13:15:24.854;-1.737;0.840;-0.037;0.394;-1.500;
13:15:24.884;-1.658;0.796;-0.038;0.397;-1.500;
13:15:24.945;-1.658;0.796;-0.038;0.388;-1.481;
13:15:24.975;-1.630;0.795;-0.038;0.379;-1.449;
13:15:25.036;-1.630;0.795;-0.038;0.379;-1.391;
13:15:25.066;-1.566;0.782;-0.036;0.385;-1.359;
13:15:25.127;-1.566;0.782;-0.036;0.385;-1.206;
13:15:25.188;-1.473;0.797;-0.032;0.384;-1.153;
13:15:25.249;-1.473;0.797;-0.032;0.376;-1.014;
13:15:25.279;-1.473;0.797;-0.032;0.380;-0.933;
13:15:25.309;-1.190;0.700;-0.032;0.380;-0.881;
13:15:25.401;-1.132;0.674;-0.032;0.382;-0.716;
13:15:25.461;-1.132;0.674;-0.032;0.362;-0.485;
13:15:25.492;-1.094;0.652;-0.034;0.360;-0.404;
13:15:25.552;-1.094;0.652;-0.034;0.363;-0.269;
13:15:25.582;-1.069;0.628;-0.033;0.368;-0.198;
13:15:25.643;-1.069;0.628;-0.033;0.366;-0.082;
